session_id,job_ids,actions
12609,"[14716, 14715, 14679, 13921, 11532, 12597, 11528, 12623, 11971, 14740]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12610,"[10938, 12901, 12810, 12262, 12136, 12182, 11202, 11150, 11028, 11291, 11893, 11271, 11321, 11222, 11056]","['apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12611,"[11182, 10866, 10867, 11041, 11027, 12261, 11272, 11244]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
12612,"[15243, 15003, 14918, 14304, 11206, 12141, 11100, 12113, 12112, 11600, 12111, 11501]","['view', 'view', 'view', 'view', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12613,"[10862, 11163, 11181, 11180]","['view', 'view', 'view', 'view']"
12614,"[19682, 18500, 18968, 11359, 19238]","['view', 'view', 'view', 'view', 'view']"
12615,"[16000, 18360, 18028, 16002, 18384, 17275, 18111, 12932]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12616,"[15760, 18264, 15642, 15855, 16760, 16197, 15616, 15402, 15340, 15259, 15225]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12617,"[15002, 14380, 15122, 15054]","['view', 'view', 'view', 'view']"
12618,"[14953, 14933, 14634]","['view', 'view', 'view']"
12619,"[14686, 14477, 14665, 14590, 14603, 14423, 14402, 14527, 11102, 14263, 14344, 14432]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12620,"[14333, 10923, 14110, 10827, 13967, 12165, 13267, 10805, 11735, 13627]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12621,"[13167, 10946, 10956, 12311, 11609, 12669, 11026, 11983, 11005, 11008, 12227, 11296, 19425, 17579]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
12622,"[16248, 14962, 14475, 10798, 15804, 17535, 18247, 18388]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12623,"[15614, 15373, 15272, 14842, 12233, 11688, 12155, 12916, 10838, 11591, 11215, 12653]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12624,"[11207, 11004, 11031]","['view', 'view', 'view']"
12625,"[10959, 11596, 11068, 11846, 11292, 11057, 12279, 11024, 11438]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
12626,"[11913, 12482, 11376, 12421, 11375, 12893, 12888, 11452, 12720]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12627,"[11307, 12056, 10906, 12334, 12333, 11075, 12248, 12208, 12207]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12628,"[12206, 12205, 12142, 12141, 12114, 12032]","['view', 'view', 'view', 'view', 'view', 'view']"
12629,"[11347, 11184, 12574, 12886, 11980]","['view', 'view', 'apply', 'apply', 'apply']"
12630,"[23274, 21235, 21237, 21236, 19765, 13988, 11660, 11189]","['view', 'view', 'view', 'view', 'apply', 'apply', 'view', 'view']"
12631,"[23009, 22474, 22596, 19879, 22172, 22275, 14380, 10802, 18388, 10933, 11202, 11004, 12157, 10973]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view', 'view', 'view', 'view']"
12632,"[12156, 10946, 12155, 10818, 11057, 11200]","['view', 'view', 'view', 'view', 'view', 'view']"
12633,"[11199, 11198, 11197, 11195]","['view', 'view', 'view', 'view']"
12634,"[11194, 22813, 22322, 10798, 12154, 11054, 11201, 10898]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12635,"[20229, 20084, 20588, 15213, 11323, 12571]","['view', 'view', 'view', 'view', 'view', 'view']"
12636,"[13558, 11519, 12567]","['apply', 'apply', 'apply']"
12637,"[14551, 14550, 11105, 14365, 14305, 14205, 11697, 13644, 13535, 10946, 13539, 12642, 11351, 12926, 10851]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12638,"[11531, 12891, 10831, 12611, 10843]","['view', 'view', 'view', 'view', 'apply']"
12639,"[12369, 11540, 11541, 11631]","['view', 'view', 'view', 'view']"
12640,"[10978, 12328, 11841, 12270, 12268, 11150, 12062, 12169, 11052, 12092]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12641,"[11125, 11938, 10985, 11205]","['view', 'view', 'view', 'view']"
12642,"[11981, 11814, 11681]","['view', 'view', 'view']"
12643,"[11204, 11292, 11951, 11871, 12294, 11000, 10844, 11370, 11774, 11854]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12644,"[13516, 12653, 11030, 12279, 12128, 11867, 11591, 12155, 11296, 12233, 12227, 11688, 10997, 11687, 11216]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12645,"[15107, 14975, 14619, 14959, 14958, 14957, 14378, 12338, 12339]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12646,"[13677, 14241, 13678]","['view', 'view', 'view']"
12647,"[14240, 14156, 12959, 13469, 13823, 13733, 11828, 13530, 13529, 12377, 13478]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12648,"[12342, 13451, 13146, 12628, 12630, 13406, 14866]","['view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12649,"[14879, 12627, 11223, 12336, 13824, 13477]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12650,"[12756, 11351, 11927, 12678, 11165, 12345, 11210, 10899, 11209]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view']"
12651,"[13504, 13702, 14056, 11227]","['apply', 'apply', 'apply', 'view']"
12652,"[13955, 15619, 12364, 12751, 12750, 12749, 12203, 11700, 11228, 12192, 12204, 12202, 12201]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12653,"[11233, 11234, 23087, 20115, 11243, 11242, 11241]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
12654,"[11240, 11239, 11238, 11237, 11236]","['apply', 'apply', 'apply', 'apply', 'apply']"
12655,"[11232, 11235, 11230]","['apply', 'apply', 'apply']"
12656,"[15797, 13397, 13124, 13993, 11717, 11261, 11260, 11255, 11247, 11257, 11254, 11250, 11249, 11246, 11093]","['view', 'view', 'view', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12657,"[11258, 11259, 11256, 11253, 11088, 11082, 11248]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12658,"[14917, 14410, 11983, 14703, 14663, 14445, 14393, 14392, 14391, 12553, 14390, 10815]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12659,"[14389, 14388, 14387, 14386, 12992]","['view', 'view', 'view', 'view', 'view']"
12660,"[14007, 12571, 13561, 12684, 13560, 14704, 14705]","['view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
12661,"[11284, 11283, 11282]","['view', 'view', 'view']"
12662,"[10897, 11286, 11287]","['view', 'view', 'apply']"
12663,"[15332, 15492, 15466]","['view', 'apply', 'apply']"
12664,"[15426, 11420, 11127, 12394, 12043, 11018, 11843]","['apply', 'apply', 'view', 'view', 'view', 'view', 'view']"
12665,"[11840, 12396, 11147, 12053, 12393, 11307, 12098, 12042, 12041, 12039, 12040]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12666,"[12038, 11634, 11931, 11934, 11930]","['apply', 'apply', 'apply', 'apply', 'apply']"
12667,"[11927, 11925, 11923, 11922, 11921, 11920, 11919, 11918, 11917, 11860]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12668,"[11914, 11912, 11911, 10804, 11910, 11909, 11908]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12669,"[11206, 11906, 11904, 11905, 11283, 11903, 11902, 11901]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12670,"[11379, 11837, 11836, 11835, 11036, 11289]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12671,"[14781, 14690, 14636, 12282, 12282, 11164, 13113, 13767, 13334, 13332]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12672,"[13457, 12890, 11712]","['apply', 'apply', 'view']"
12673,"[12118, 11932, 12117]","['view', 'apply', 'apply']"
12674,"[12106, 13638, 11530, 12597]","['view', 'view', 'view', 'view']"
12675,"[11791, 12109, 11978, 13865, 11353, 12484, 11971, 12704, 12703, 11532]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12676,"[10938, 11531, 12684]","['apply', 'apply', 'apply']"
12677,"[11244, 12291, 11017, 12243, 11270, 11371, 12623, 11272]","['apply', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
12678,"[11028, 12269, 11271, 11027]","['apply', 'apply', 'apply', 'apply']"
12679,"[22969, 22967, 21962, 21232, 11593, 12542, 12541, 11055]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12680,"[12673, 12547, 11293, 23172]","['apply', 'apply', 'view', 'apply']"
12681,"[15641, 15763, 15422, 13043, 13523, 13392, 11537]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12682,"[11099, 11036, 11295]","['view', 'view', 'view']"
12683,"[15181, 11964, 12783, 13516, 15182, 14080, 11688, 13657, 14150, 13267, 12233, 12332, 12311, 12636]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12684,"[12470, 12616, 12615, 11609, 12614, 12613, 12227]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12685,"[14483, 10828, 10924, 12690, 12689, 12688, 11767, 10802, 10956, 12682, 12677, 12753, 11988, 10937]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view']"
12686,"[12025, 10798, 12167, 10838]","['view', 'view', 'view', 'view']"
12687,"[10930, 12166, 12165, 11090, 11023]","['view', 'view', 'view', 'view', 'view']"
12688,"[22020, 14169, 14168, 15007, 22089, 15213, 11302, 11301]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12689,"[11300, 11298, 11299]","['apply', 'apply', 'apply']"
12690,"[23246, 23470, 23465, 23442, 22597, 15658, 14693, 14752, 14743, 13704, 13777, 13777, 12286, 12286]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12691,"[12886, 12142, 14451, 14490, 14166]","['view', 'view', 'view', 'view', 'view']"
12692,"[11473, 13050, 14406, 14138]","['view', 'view', 'view', 'view']"
12693,"[12113, 13799, 13694, 12148, 12149, 12501, 10873]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12694,"[10845, 12147, 11947, 11511, 12146, 10810, 11703, 11702, 10840, 11701, 11386, 11546, 11154, 11545, 11544]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12695,"[11543, 11542, 11303]","['view', 'view', 'view']"
12696,"[22422, 22621, 22620, 22387, 15413, 15334, 14970, 14969, 14942, 14941, 14901, 14828, 14649, 13909, 13939]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12697,"[11818, 14113, 13542, 13541, 13102, 14040, 12245]","['view', 'view', 'view', 'view', 'view', 'apply', 'view']"
12698,"[12247, 12246, 12047, 11305, 21541, 13352]","['view', 'view', 'view', 'view', 'apply', 'apply']"
12699,"[14987, 11509, 11510, 11322, 11593, 12308, 11231]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
12700,"[22622, 22172, 20588, 20653, 19584, 19406, 15494, 15801, 15649, 15360, 15314, 15236, 19583, 10899, 10824]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view']"
12701,"[21662, 21137, 21661, 18523, 11946, 11576]","['view', 'view', 'view', 'apply', 'view', 'view']"
12702,"[11454, 10967, 11319, 11945, 11944, 11943, 10867, 11942, 11941, 21660]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12703,"[11338, 11337, 11334, 11333, 11332, 11331, 11330, 11336]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12704,"[14741, 12145, 11886, 11885, 12144, 11890, 11889, 11888, 11887]","['view', 'apply', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
12705,"[13113, 11297, 13448, 14114, 11340, 14092, 11665, 11341]","['view', 'view', 'view', 'apply', 'view', 'apply', 'apply', 'apply']"
12706,"[18079, 14684, 14683, 14512]","['view', 'view', 'view', 'view']"
12707,"[14281, 13127, 14252, 14250, 14596, 11365]","['view', 'view', 'view', 'view', 'apply', 'view']"
12708,"[13311, 13046, 11367, 15796, 15795, 15535, 15253, 13006, 14097, 13803, 11802, 13309, 13252, 13004, 15387]","['apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12709,"[15155, 15716, 15312, 15432, 15245, 14099, 13310, 13045, 14098]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12710,"[13804, 12481, 11759, 11758, 12405, 12408, 11575, 11364]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view']"
12711,"[15536, 14947, 13002, 13805, 12199, 12273, 12198, 11764, 11763]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12712,"[11761, 11762, 11760, 11757]","['apply', 'apply', 'apply', 'apply']"
12713,"[13677, 14429, 12996, 14428, 12567, 12998, 14264]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
12714,"[11125, 11774, 11150, 11871, 11870]","['view', 'view', 'view', 'view', 'view']"
12715,"[11868, 11166, 11373]","['view', 'view', 'view']"
12716,"[14138, 11600, 13354, 13822, 13618, 12545, 12560]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12717,"[12548, 11386, 10888, 11385, 11384, 11383, 11381, 11380, 11377, 11375, 10902]","['apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12718,"[11374, 13355, 13614, 11387]","['view', 'apply', 'apply', 'apply']"
12719,"[12560, 11390, 11394]","['apply', 'view', 'apply']"
12720,"[13300, 13094, 14134, 13445, 13148, 11332, 11392, 11397, 12188]","['view', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'apply']"
12721,"[15408, 14029, 13043, 11418, 10864]","['view', 'view', 'apply', 'view', 'view']"
12722,"[15077, 15048, 15175, 15274, 11482, 11461, 11454, 11428]","['view', 'view', 'apply', 'apply', 'view', 'view', 'view', 'view']"
12723,"[10901, 11422, 11295, 11488, 11158, 11476, 11036, 11473, 10908]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12724,"[11464, 11457, 11452, 11448, 11444, 11441, 11435, 11436, 11433, 11434]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12725,"[11432, 11431, 11430, 11429, 11427, 11425, 11075, 11421, 11419]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12726,"[22158, 21802, 22157, 22340, 22339, 21942, 21905, 10870]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12727,"[14566, 11102, 14515, 14471, 14393, 11078, 13608, 12307, 11095, 12556, 13029]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12728,"[11096, 11106, 11262]","['apply', 'view', 'view']"
12729,"[10860, 11208, 11266]","['view', 'view', 'view']"
12730,"[10861, 11972, 10900]","['view', 'apply', 'apply']"
12731,"[12944, 11221, 22521, 21999]","['apply', 'apply', 'view', 'view']"
12732,"[17431, 15314, 15450, 14027, 14964, 14790, 12573, 12572, 12571, 12568, 12567]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12733,"[11658, 12557, 12556, 10904, 12553, 15497, 12570, 12569, 10899, 12219]","['view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'view']"
12734,"[12220, 11915, 12463, 12437, 12228, 12435, 10861, 11263, 12225, 12224]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12735,"[12223, 12222, 10910, 11209, 12054, 11463, 11208, 11972]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
12736,"[19831, 20335, 14155, 15426, 12846, 15003, 15482]","['view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
12737,"[14918, 14904, 15142, 15014, 15063, 15062, 14920, 14919, 15061]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12738,"[15060, 15027, 15026, 14926]","['apply', 'apply', 'apply', 'apply']"
12739,"[14906, 14912, 14529, 14787, 11486, 11483]","['apply', 'apply', 'apply', 'apply', 'view', 'view']"
12740,"[21528, 20228, 21180, 21270]","['view', 'view', 'view', 'view']"
12741,"[21195, 18517, 18077]","['view', 'view', 'view']"
12742,"[18739, 15110, 15051, 12754, 14839, 14611]","['view', 'view', 'view', 'view', 'view', 'view']"
12743,"[14632, 12958, 12893, 15050, 14804, 15061, 14994, 14920, 14921, 14918, 14645, 11905]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12744,"[12548, 12053, 12483, 12482, 11164]","['apply', 'view', 'view', 'view', 'view']"
12745,"[22957, 22483, 15568, 12331, 13346, 13293, 13292, 13291, 13278, 12860, 13277, 13267, 12156, 13108]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12746,"[11540, 12002, 12332, 15429, 14219, 11688, 13516]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
12747,"[13339, 12781, 13169, 11740]","['apply', 'apply', 'apply', 'apply']"
12748,"[13340, 11687, 12653, 11215, 12470, 15428, 15272, 15225, 12233]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12749,"[13657, 11609, 12724, 12313, 12311, 10997, 11874, 12315, 11846, 12074, 11774, 11296, 11557]","['apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12750,"[11508, 23165, 23158, 23160, 23105, 22908, 22354, 22474]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12751,"[22752, 22473, 22437, 21753, 12155, 12227, 11203, 12314, 11438, 11216]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12752,"[15272, 11770, 11770, 14080, 13278]","['view', 'view', 'view', 'view', 'view']"
12753,"[13667, 13666, 12868, 14605, 14693, 12162, 11872, 11514, 12161]","['view', 'view', 'view', 'apply', 'apply', 'view', 'view', 'view', 'apply']"
12754,"[14956, 14923, 14955, 13003]","['view', 'view', 'view', 'view']"
12755,"[12974, 12947, 11353, 11532, 11530, 11508, 11536, 11535, 11362]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12756,"[11534, 11533, 11531]","['view', 'view', 'view']"
12757,"[13479, 15244, 14046, 13336]","['view', 'view', 'view', 'view']"
12758,"[11164, 12632, 13521, 13706, 11562, 13470, 10868, 11713, 12634, 12117, 12175, 12558, 12552, 11866, 10906]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12759,"[11667, 12551, 12550, 11599, 12549, 12548, 12890]","['view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12760,"[11684, 11439, 12217, 11932, 11709, 12216]","['apply', 'view', 'view', 'view', 'view', 'view']"
12761,"[12215, 11608, 11268, 11589, 12067, 11907, 11548]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12762,"[14239, 13689, 13863, 13555, 12684, 11076, 12136, 11556]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12763,"[23086, 22599, 22174, 22005, 22601, 22299, 20927, 16582]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12764,"[15577, 14780, 15110, 14994, 15185, 15186, 11560, 11039, 11559, 11558, 22628]","['view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view', 'view', 'view', 'apply']"
12765,"[15787, 15604, 12402]","['view', 'apply', 'view']"
12766,"[10832, 11348, 10961, 11990, 10958, 10976, 11116, 11268, 11366, 11035, 11356]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
12767,"[13981, 13329, 17444]","['apply', 'apply', 'view']"
12768,"[15318, 15201, 14910, 14905, 14746]","['view', 'view', 'view', 'view', 'view']"
12769,"[13642, 13980, 13431, 13377, 12353, 13065, 12776]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12770,"[13032, 11614, 12898, 11760, 12827, 12565, 14147, 14968, 14827, 14744, 14728, 14445, 14055, 14282]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12771,"[13338, 13589, 13544, 11186, 12403]","['apply', 'apply', 'apply', 'apply', 'apply']"
12772,"[18215, 15200, 15075, 12992, 12553, 13737, 13543, 13400, 13378, 11870, 13066]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12773,"[13064, 13063, 12897, 11898, 12254, 11642, 12400, 11754, 12242, 11762, 12065, 11617, 12064, 12063, 12045]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12774,"[11969, 11968, 11838, 11692, 11637, 11563, 13128, 12401, 12256, 12255, 12253, 11900, 12031, 11744, 11638]","['view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12775,"[14460, 14358, 14046, 14735]","['view', 'view', 'view', 'apply']"
12776,"[11685, 11683, 11686, 11684]","['view', 'view', 'apply', 'apply']"
12777,"[15018, 15187, 13815, 13878, 13520, 13877, 12285, 13619, 12482, 13618, 13522, 12116]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12778,"[12029, 11057, 10890, 10884]","['view', 'view', 'view', 'view']"
12779,"[11795, 14297, 14194]","['view', 'view', 'view']"
12780,"[12742, 14242, 13687, 13560, 14185, 14184, 13981]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12781,"[12695, 13554, 14157, 14084, 13448, 13608, 13644, 12737, 11618, 11618, 11619, 11619, 11615, 11615]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12782,"[11614, 11614, 11565, 11617, 11617, 11616, 11616, 11613]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
12783,"[14410, 14555, 14234, 14554, 14553, 14552, 13144, 11834]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12784,"[11830, 11824, 11815, 11823, 11822, 11821, 11820, 11819]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12785,"[11818, 11817, 10840, 11577, 11576, 11386, 11548]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
12786,"[11566, 11832, 11827]","['view', 'apply', 'apply']"
12787,"[15070, 15069, 15068, 15067]","['view', 'view', 'view', 'view']"
12788,"[15389, 14965, 10863, 11600, 11599]","['view', 'view', 'view', 'view', 'view']"
12789,"[11607, 11607, 11606, 11606]","['view', 'view', 'view', 'view']"
12790,"[22546, 22540, 13607, 13606]","['view', 'view', 'view', 'view']"
12791,"[13020, 13605, 13604, 13374, 12927, 13603, 11644, 11624, 13520, 13602, 13559, 12867]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
12792,"[11802, 11599, 12551, 12824, 12552, 12110]","['view', 'view', 'view', 'view', 'view', 'view']"
12793,"[10797, 11866, 11667, 10906, 10870, 12333, 12409, 11203]","['view', 'apply', 'view', 'view', 'view', 'view', 'view', 'view']"
12794,"[12044, 11202, 11608]","['view', 'view', 'view']"
12795,"[11872, 14209, 14127, 14123, 14212, 13268, 14886, 14885, 14865]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
12796,"[14884, 14883, 14882, 14211, 14210, 13470, 14208, 12305, 13275, 12887, 13274, 13273]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12797,"[13272, 13271, 13270, 13269, 11818, 12825, 13266, 12037, 13265, 11628, 11626]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view']"
12798,"[11630, 10906, 11627, 11625]","['apply', 'apply', 'apply', 'apply']"
12799,"[21833, 20228, 14395, 14394, 12903, 11918]","['view', 'view', 'view', 'view', 'view', 'view']"
12800,"[11377, 14670, 11118, 14034]","['apply', 'view', 'view', 'view']"
12801,"[20276, 20229, 20228, 14738, 19210, 19393]","['view', 'view', 'view', 'view', 'view', 'view']"
12802,"[19683, 15618, 15610, 15609, 15608, 15394]","['view', 'view', 'view', 'view', 'view', 'view']"
12803,"[15303, 15044, 14908, 14717, 14378, 15859, 15462, 11526, 11736, 11731, 10910, 11527, 11520, 11640, 20360]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
12804,"[15213, 20084, 11765]","['apply', 'apply', 'apply']"
12805,"[15688, 15128, 13230, 11437, 12247, 12710, 12709, 15134, 13732, 12322]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
12806,"[12167, 12706, 12261, 12136, 12761, 14194, 14185, 14193, 14192, 13021, 13228]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12807,"[13227, 13019, 13226, 13225, 13224, 12881, 13223, 13222, 13221, 13220, 13219]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12808,"[12770, 12769, 12708, 12707, 12190, 12602, 12601, 11041, 12593, 12592, 12590, 12589, 12109, 12479]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'apply']"
12809,"[12477, 12478, 12476, 12475, 12474, 12370, 11658, 11659, 11016, 11654]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
12810,"[12580, 11376, 12372, 12221, 14585, 14579, 14533]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view']"
